"date","hour","avg_temp_c","avg_humidity","min_dewpoint_f","avg_pressure","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2_5_aqi_cf_1","pm2_5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um"
"2023-11-07","12","18.240740740740737","46.56666666666667","43","690.9813333333334","585.74","815.6200000000002","886.01","571.5899999999999","803.71","886","2500","2477","104288.94000000002","30358.719999999994","4346.5","346.65","105.83","30.799999999999997"
"2023-11-07","13","20.27777777777778","39.56666666666667","41","690.9823333333333","347.50000000000006","470.8800000000001","516.11","347.50000000000006","470.8800000000001","516.11","1691","1691","64524.74","18728.76","2457.72","164.99999999999997","68.11000000000001","21.8"
"2023-11-07","14","22.5","30.9","37","690.934","76.54","104.73999999999998","116.76000000000002","76.54","104.73999999999998","116.76000000000002","438","438","19200.91","5516.959999999999","622.07","37.77000000000001","18.509999999999994","5.7299999999999995"
"2023-11-07","15","23.5","29.2","37","690.4313333333333","53.68","78.24","90.55999999999999","53.66","78.24","90.55999999999999","330","330","15141.519999999999","4315.25","531.73","45.370000000000005","18.8","5.499999999999999"
"2023-11-07","16","25.888888888888886","26.266666666666666","39","689.8876666666666","69.15000000000002","98.02","113.65","69.15000000000002","98.02","113.65","406","406","17706.96","5073.780000000001","618.41","47.81","21.790000000000006","8.430000000000001"
"2023-11-07","17","27.129629629629626","22.6","36","688.8413333333333","46.60999999999999","67.92","83.24000000000002","46.60999999999999","67.92","83.24000000000002","282","282","14215.53","4068.390000000001","455.7800000000001","48.74","22.040000000000003","9.229999999999999"
"2023-11-07","18","26.944444444444443","22.033333333333335","35","687.765","65.81","97.86999999999998","110.2","64.82000000000001","96.63999999999999","109.87","409","404","17269.329999999998","4979.989999999999","598.8900000000001","55.86000000000001","17.210000000000004","7.120000000000002"
"2023-11-07","19","26.57407407407407","22.066666666666666","36","687.0886666666667","39.87","61.690000000000005","74.58","39.87","61.690000000000005","74.58","257","257","13055.000000000002","3732.3799999999997","465.42999999999995","36.940000000000005","19.68","5.290000000000001"
"2023-11-07","20","25.962962962962965","24.3","35","686.8753333333333","97.95","148.67000000000002","178.24999999999997","97.3","145.91","175.75999999999996","606","600","22736.380000000005","6592.65","953.71","101.39","45.79999999999999","13.59"
"2023-11-07","21","25.148148148148145","26.633333333333333","39","686.9339999999999","91.77","123.11000000000001","144.23","91.77","123.11000000000001","144.23","512","512","22003.04","6290.68","674.25","57.02000000000001","31.410000000000004","12.250000000000002"
"2023-11-07","22","19.51851851851852","44.2","40","687.7589999999999","93.99000000000001","142.63","176.40999999999997","93.99000000000001","142.63","176.40999999999997","594","594","21482.63","6247.38","925.5399999999998","100.93999999999998","49.459999999999994","20.490000000000002"
"2023-11-07","23","18.462962962962965","48.43333333333333","43","688.9873333333333","165.10000000000002","236.18","268.88","165.10000000000002","236.18","268.88","948","948","33885.6","9797.739999999998","1340.47","120.74000000000001","49.15","17.5"
"2023-11-08","0","17.074074074074076","49.5","42","689.5453333333334","361.42999999999995","525.5600000000001","596.89","360.5199999999999","524.24","596.89","1882","1880","66200.88999999998","19403.95","3031.2399999999993","282.51","106.43000000000004","39.25000000000001"
"2023-11-08","1","16.296296296296298","53.3","43","690.52","477.38","702.33","803.91","463.08000000000004","681.4399999999999","798.56","2269","2220","86559.31999999999","25293.050000000003","3950.959999999999","429.6299999999998","151.86999999999998","50.999999999999986"
"2023-11-08","2","16.574074074074076","52.9","43","691.1456666666669","440.94","642.1199999999999","744.4900000000001","440.94","641.77","744.4900000000001","2131","2130","79606.41999999998","23345","3757.0899999999992","353.9600000000001","152.42","53.269999999999996"
"2023-11-08","3","15.685185185185187","55.833333333333336","43","691.4506666666667","335.76000000000005","489.64000000000016","571.77","335.76000000000005","489.64000000000016","571.77","1804","1804","61214.65999999999","17974.590000000004","2949.1099999999997","274.99","124.21000000000001","45.14000000000001"
"2023-11-08","4","15.074074074074073","60.1","44","691.4223333333334","451.9700000000001","668.3100000000001","770.9100000000002","447.9700000000001","663.7200000000001","770.3800000000002","2189","2179","80866.4","23738.920000000002","3976.54","388.61","154.17000000000002","57.00999999999999"
"2023-11-08","5","14.833333333333334","59.266666666666666","43","690.9470000000001","379.4800000000001","557.63","644.6499999999997","379.4800000000001","557.63","644.6499999999997","1954","1954","68531.70999999999","20171.490000000005","3406.1099999999997","298.9699999999999","127.82000000000001","47.879999999999995"
"2023-11-08","6","14.074074074074076","61.266666666666666","42","690.1723333333334","334.74","488.6699999999999","550.67","334.74","488.6699999999999","550.67","1807","1807","60483.09","17811.87","2950.7299999999996","232.62999999999997","92.02","31.160000000000004"
"2023-11-08","7","13.351851851851851","62.166666666666664","41","689.7310000000002","343.96","502.35000000000014","568.8499999999999","343.96","502.35000000000014","568.8499999999999","1833","1833","62463.89999999998","18348.679999999997","3043.8200000000006","240.95","100.42","37.60000000000001"
"2023-11-08","8","13.055555555555555","62.46666666666667","41","689.5490000000001","312.5200000000001","454.82","518.0300000000001","312.5200000000001","454.82","518.0300000000001","1729","1729","57200.44999999999","16835.46","2745.9299999999994","225.67000000000002","94.43","32.589999999999996"
"2023-11-08","9","12.814814814814817","62.63333333333333","41","689.6586666666666","416.3","598.8699999999999","662.8499999999999","414.44","596.9699999999999","662.8499999999999","2037","2032","74806.65","21969.19","3402.5499999999997","285.73999999999995","92.49000000000002","32.97"
"2023-11-08","10","12.518518518518517","62.766666666666666","40","689.8213333333331","435.28999999999996","612.15","675.93","422.62","600.4","674.11","2070","2040","77778.97999999998","22675.440000000006","3346.28","272.75999999999993","94.44","32.12"
"2023-11-08","11","14.222222222222221","57.8","41","690.025","766.7499999999999","1201.95","1465.9600000000005","651.27","1004.02","1240.67","3092","2878","135381.82","39937.759999999995","7389.57","995.84","395.19000000000005","130.5"
"2023-11-08","12","16.814814814814813","49.03333333333333","41","690.7986666666667","586.0799999999999","881.8599999999997","1033.19","522.0900000000001","782.8199999999998","959.8000000000001","2627","2444","105101.65","30809.569999999996","5206.789999999999","589.0600000000002","227.58000000000004","69.74000000000001"
