"2023-09-06","15","23.968253968253965","29.857142857142858","40","706.1257142857141","152.96","186.62","205.09999999999997","152.96","186.62","205.09999999999997","755","755","29403.53","8349.16","781.6199999999999","51.95","28.12","8.110000000000001"
"2023-09-07","20","24.51388888888889","24.625","37","706.7025","62.17","92.65","115.74999999999999","58.28999999999999","85.52000000000001","110.05","321","306","12138.9","3528.18","554.1300000000001","70.5","35.5","9.489999999999998"
"2023-09-07","21","23.352490421455936","26.17241379310345","36","707.0968965517242","140.76","195.63","239.24999999999997","140.76","195.63","239.24999999999997","816","816","30234.640000000003","8501.61","1088.9899999999998","124.63000000000002","65.53","21.980000000000004"
"2023-09-07","22","19.88888888888889","30.1","34","708.2220000000001","151.09","206.83999999999997","253.06","151.09","206.83999999999997","253.06","862","862","31058.370000000006","8969.34","1174.3100000000004","128.5","68.5","24.860000000000003"
"2023-09-07","23","19.27777777777778","29.433333333333334","33","709.4623333333334","241.99999999999997","330.86000000000007","382.26","239.52999999999994","328.4100000000001","381.33000000000004","1295","1289","46381.13999999999","13460.150000000003","1785.09","162.07000000000002","77.67999999999999","26.83"
"2023-09-08","0","16.703703703703706","35.733333333333334","33","710.1153333333332","1224.4600000000003","1785.99","2182.49","892.36","1322.4999999999998","1739.7900000000004","4212","3669","209278.86000000002","61820.960000000014","9850.629999999997","1242.8400000000001","600.8","199.84999999999997"
"2023-09-08","1","14.648148148148149","40.03333333333333","33","710.7643333333332","663.0000000000001","929.2100000000002","1068.8899999999999","611.3499999999998","869.1499999999999","1036.1599999999999","2763","2625","116907.02","34158.89","4869.710000000001","459.01000000000005","209.65","72.08000000000001"
"2023-09-08","2","12.537037037037038","45.53333333333333","33","711.0696666666666","378.81","512.97","577.6700000000002","378.81","512.97","577.6700000000002","1856","1856","68333.07","20045.809999999998","2696.64","212.70000000000005","95.38000000000001","32.99"
"2023-09-08","3","11.907407407407407","47.6","33","711.4203333333334","394.84","552.06","640.1700000000001","393.4","548.74","638.5400000000001","1941","1934","62973.60999999999","18443.479999999996","2597.739999999999","248.53000000000003","111.94999999999996","36.03000000000001"
"2023-09-08","4","11.48148148148148","48.766666666666666","33","711.4926666666668","308.23999999999995","437.37999999999994","509.89","308.23999999999995","437.37999999999994","509.89","1690","1690","49455.79","14523.240000000002","2050.7299999999996","202.35","93.22999999999999","27.409999999999993"
"2023-09-08","5","11.296296296296298","47.833333333333336","32","711.3736666666666","240.51000000000005","325.7","384.61","240.51000000000005","325.7","384.61","1346","1346","38949.490000000005","11397.140000000001","1556.1000000000001","147.08","70.39","26.349999999999998"
"2023-09-08","6","10.777777777777779","49.4","32","710.9559999999999","226.32000000000002","303.21000000000004","346.9899999999999","226.32000000000002","303.21000000000004","346.9899999999999","1257","1257","36736.009999999995","10684.4","1396.7699999999998","122.34","51.69","15.670000000000003"
"2023-09-08","7","10.314814814814817","51.06666666666667","32","710.7603333333334","218.10000000000002","289.40999999999997","329.84000000000003","218.10000000000002","289.40999999999997","329.84000000000003","1207","1207","35268.39000000001","10258.539999999999","1259.7100000000003","105.95000000000002","46.88000000000001","15.649999999999995"
"2023-09-08","8","10.777777777777779","50.56666666666667","33","710.6056666666668","195.3","252.91999999999996","290.72","195.3","252.91999999999996","290.72","1053","1053","31810.659999999996","9276.929999999998","1146.2099999999998","104.88999999999996","46.339999999999996","10.310000000000002"
"2023-09-08","9","11.166666666666666","50.53333333333333","33","710.722","206.69000000000003","267.84999999999997","313.68000000000006","206.69000000000003","267.84999999999997","313.68000000000006","1115","1115","33583.29","9771.350000000002","1245.7100000000003","116.25999999999999","55.980000000000004","15.809999999999999"
"2023-09-08","10","11.574074074074076","49.7","34","711.3186666666668","208.70000000000002","276.91999999999996","318.18","208.70000000000002","276.91999999999996","318.18","1137","1137","34518.45999999999","10075.31","1252.28","113.69000000000003","52.910000000000004","14.719999999999997"
"2023-09-08","11","10.574074074074073","53.2","34","711.9476666666668","333.46","447.98999999999995","512.61","333.46","447.98999999999995","512.61","1666","1666","51698.19000000001","15105.539999999999","1875.44","168.30999999999997","80.57","22.45"
"2023-09-08","12","15.777777777777779","41.36666666666667","34","712.4633333333335","573.6600000000001","835.2699999999998","1010.0199999999999","514.7600000000001","739.4599999999999","894.13","2409","2332","91878.27999999998","26969.86","4106.490000000001","530.0999999999999","243.05","58.65999999999999"
"2023-09-08","13","22.666666666666668","26.066666666666666","34","712.5303333333335","754.46","1072.0199999999998","1224.17","631.4399999999998","904.96","1106.3899999999996","2982","2708","131985.14","38571.530000000006","5755.859999999998","536.3499999999999","229.8400000000001","70.24"
"2023-09-08","14","24.40740740740741","23.7","34","712.1796666666665","246.70999999999995","322.95000000000005","368.24","246.03999999999994","322.58000000000004","368.24","1297","1295","47197.219999999994","13554.49","1583.3600000000001","139.36","66.96000000000001","27.249999999999996"
"2023-09-08","15","25.98148148148148","21.933333333333334","35","711.5703333333333","201.39999999999995","260.99999999999994","293.0000000000001","200.69999999999996","260.55","293.0000000000001","1077","1076","40143.97","11499.910000000002","1233.53","103.33","46.769999999999996","16.29"
"2023-09-08","16","28.48148148148148","17.233333333333334","30","710.5436666666666","216.64000000000001","274.1600000000001","305.1300000000001","216.01999999999998","273.72","305.1300000000001","1096","1096","42589.27999999999","12163.97","1242.62","94.85999999999999","45.93000000000001","16.85"
"2023-09-08","17","28.79629629629629","16","30","709.2749999999999","145.49999999999997","193.91000000000003","226.27000000000004","139.48999999999995","183.89000000000001","215.17000000000002","744","719","30576.319999999996","8737.33","1000.25","95.41","47.23","18.57"
