UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/10/16T00:01:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,48,42,676.27,0.00,26264,0,220,7.20,10.07,10.47,7.20,10.07,10.47,42,42,1378.88,390.54,57.05,4.32,0.58,0.20,7.16,9.70,9.79,7.16,9.70,9.79,40,40,1363.16,401.82,43.16,2.28,0.21,0.00,66.02
2023/10/16T00:03:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,48,42,676.29,0.00,26264,0,340,5.63,7.56,7.89,5.63,7.56,7.89,32,32,1112.42,319.19,37.86,2.04,0.18,0.18,5.75,6.93,6.93,5.75,6.93,6.93,29,29,1093.22,314.10,24.90,1.31,0.22,0.00,63.88
2023/10/16T00:05:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,48,42,676.29,0.00,26264,0,460,7.96,9.95,10.45,7.96,9.95,10.45,41,41,1502.25,427.50,47.52,2.11,0.50,0.50,8.22,10.64,10.66,8.22,10.64,10.66,44,44,1539.97,448.03,47.81,2.03,0.00,0.00,68.84
2023/10/16T00:07:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,49,42,676.29,0.00,26264,0,580,9.02,12.29,13.15,9.02,12.29,13.15,52,52,1718.14,479.32,65.86,3.59,1.32,0.64,8.71,11.76,11.76,8.71,11.76,11.76,49,49,1634.79,467.34,54.02,2.53,0.00,0.00,87.83
2023/10/16T00:09:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,61,50,42,676.32,0.00,26264,0,700,8.97,12.54,14.00,8.97,12.54,14.00,52,52,1704.20,477.15,68.27,6.46,2.44,0.32,8.30,10.91,11.20,8.30,10.91,11.20,45,45,1522.07,439.68,47.14,2.05,0.32,0.00,92.61
2023/10/16T00:11:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,50,43,676.36,0.00,26264,0,820,13.35,20.00,22.35,13.35,20.00,22.35,68,68,2425.89,699.51,108.53,11.00,4.00,0.25,12.95,19.69,20.50,12.95,19.69,20.50,67,67,2363.79,680.00,88.55,9.38,1.22,0.17,149.49
2023/10/16T00:13:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,49,43,676.33,0.00,26264,0,940,10.35,15.04,15.88,10.35,15.04,15.88,57,57,1905.89,541.37,86.88,5.28,0.98,0.18,10.22,14.05,14.53,10.22,14.05,14.53,55,55,1823.90,530.17,66.08,4.38,0.67,0.20,82.81
2023/10/16T00:15:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,49,42,676.34,0.00,26264,0,1060,7.48,9.86,10.10,7.48,9.86,10.10,41,41,1435.45,405.83,51.07,1.98,0.33,0.22,6.95,8.48,8.79,6.95,8.48,8.79,35,35,1313.48,376.55,35.84,1.78,0.59,0.00,74.72
2023/10/16T00:17:13z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,48,42,676.33,0.00,26264,0,1180,5.47,7.49,7.68,5.47,7.49,7.68,31,31,1155.97,325.39,35.56,2.49,0.08,0.00,5.43,7.05,7.05,5.43,7.05,7.05,29,29,1061.04,307.21,28.55,1.70,0.00,0.00,76.37
2023/10/16T00:18:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,48,42,676.33,nan,26352,0,100,3.02,4.09,4.49,3.02,4.09,4.49,17,17,763.07,202.49,21.62,1.73,0.73,0.11,3.83,4.50,5.07,3.83,4.50,5.07,19,19,855.00,241.14,14.86,1.86,0.60,0.26,nan
2023/10/16T00:20:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,61,49,42,676.35,0.00,26264,0,220,2.76,3.34,3.81,2.76,3.34,3.81,14,14,644.03,177.36,16.97,0.97,0.58,0.37,2.40,3.30,3.30,2.40,3.30,3.30,14,14,560.11,159.82,17.49,0.95,0.00,0.00,65.49
2023/10/16T00:22:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,51,42,676.33,0.00,26264,0,340,3.00,4.25,4.60,3.00,4.25,4.60,18,18,690.42,192.35,21.30,1.95,0.46,0.19,2.41,3.12,3.14,2.41,3.12,3.14,13,13,574.88,159.90,14.86,0.97,0.00,0.00,73.78
2023/10/16T00:24:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,52,42,676.35,0.00,26264,0,460,2.35,3.20,3.95,2.35,3.20,3.95,13,13,600.22,164.07,17.00,2.82,0.71,0.71,2.32,3.27,3.67,2.32,3.27,3.67,14,14,559.00,157.53,17.68,2.18,0.47,0.23,70.44
2023/10/16T00:26:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,51,41,676.38,0.00,26264,0,580,2.75,3.46,3.85,2.75,3.46,3.85,14,14,626.24,173.08,23.15,0.76,0.44,0.44,1.81,3.12,3.21,1.81,3.12,3.21,13,13,496.84,141.68,15.98,1.74,0.09,0.00,71.45
2023/10/16T00:28:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,51,42,676.41,0.00,26264,0,700,2.58,3.46,3.61,2.58,3.46,3.61,14,14,633.86,171.05,18.95,0.95,0.24,0.00,2.54,3.82,4.12,2.54,3.82,4.12,16,16,618.64,178.18,25.46,1.04,0.32,0.18,71.52
2023/10/16T00:30:54z,8:3a:8d:cb:5:c4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,51,42,676.44,0.00,26264,0,820,3.34,4.26,4.40,3.34,4.26,4.40,18,18,772.34,209.28,21.10,1.02,0.17,0.17,3.00,3.97,4.14,3.00,3.97,4.14,17,17,698.14,199.69,21.00,0.85,0.17,0.00,75.78
